id1,regneighborhood,id2,id3,id4,timestamp,startps,textps1,laddernow,ladder1yrago,ladder1yr,ladder5yr,textps2,textps3,thinkbad,baddream,badagain,badbody,badaway,baddo,badshare,badhappy,badfuture,badvex,badhear,badscare,badjump,badsad,badtired,badeat,badimportant,badreact,badadvice,badtalk,badspoiled,badfrust,badspirit,baddry,badsat,badburn,hardjokes,cheat,troublesome,selfdiscipline,frustrated,threaten,takethings,endps,rsmps,date,dup,starthg,texthousing1,dwelling,dwellingoth,walls,wallsoth,roof,roofoth,floor,flooroth,sleepstreet4w,sleepstreet4wamt,sleepstreet4wamtunit,sleepstreetnow,watersource,watersourceoth,toilet,toiletoth,bathe,batheoth,ownhouse,payrent,rent,rentunit,rooms,ownbed,sleepdry,sleepsafe,moneysafe,foodsafe,bussafe,othersafe,threatlife4w,threatlife4wx,physattack4w,physattack4wx,fearattack,fearpeople,endhg,rsmhg,startdrugs,textdrug1,selfdrinkbeerwine,drinkbeerwinexamt,drinkbeerwinexamtunit,drinkbeerwinemuch,drinkbeerwine7ddys,selfdrinkgin,drinkginxamt,drinkginxamtunit,drinkginmuch,drinkgin7ddys,addboozeprob,addboozetoler,adboozecantstop,druggrass,druggrass7dx,druggrassxamt,druggrassevday,addgrassprob,addgrasstoler,adgrasscantstop,drugntgrss,drugntgrssspecify,drugntgrsspecifyoth,drugntgrss4wx,drugntgrss4wamt,drugntgrss4wamtunit,drugntgrssevday,addntgrssprob,addntgrsstoler,adntgrsscantstop,selfdrugsell,selfdrugsellspecify,selfdrugsellspecifyoth,enddrugs,rsmda
20480,Central Monrovia,0,0,pq0131,6/15/2011 11:00,CLICK TO BEGIN,,1,1,2,5,,,2-Sometimes,3-One one time,4-Never,3-One one time,2-Sometimes,3-One one time,2-Sometimes,3-One one time,2-Sometimes,3-One one time,2-Sometimes,1-Everytime,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,4-Never,3-One one time,3-One one time,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,4-Never,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,15jun2011,0,Click to begin,,1-House/Hut/Room in a house,,1-Zinc/Metal,,1- Zinc/Metal,,1-Concrete/Stone,,Y,4,Day,N,2-Community pump,,8-Government toilet,,3-River / Beach / Outside,,N,3-Free,,,3,1-Sponge mattress,1-Yes,0-No,0-No,1-Yes,0-No,1-Yes,N,,Y,1,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,20,LD,,,0-No,,,,,4-Never,4-Never,0-No,0-No,14,10,1-Yes,1-Everytime,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20481,Central Monrovia,0,0,pz0122,6/16/2011 11:40,CLICK TO BEGIN,,1,5,10,10,,,1-Everytime,2-Sometimes,3-One one time,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,4-Never,3-One one time,4-Never,3-One one time,3-One one time,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,3-One one time,4-Never,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,4-Never,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,16jun2011,0,Click to begin,,1-House/Hut/Room in a house,,1-Zinc/Metal,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,2-Community pump,,8-Government toilet,,3-River / Beach / Outside,,N,1-Rent,500,LD,5,1-Sponge mattress,"3-No, big water",0-No,1-Yes,1-Yes,1-Yes,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,900,LD,1-Plenty,5,1-Yes,300,LD,1-Plenty,5,1-Everytime,2-Sometimes,1-Yes,1-Yes,21,40,1-Yes,1-Everytime,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20482,Central Monrovia,0,0,pq0129,6/11/2011 13:09,CLICK TO BEGIN,,7,8,10,10,,,1-Everytime,2-Sometimes,1-Everytime,2-Sometimes,1-Everytime,1-Everytime,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,2-Sometimes,1-Everytime,4-Never,2-Sometimes,1-Everytime,1-Everytime,1-Everytime,1-Everytime,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,11jun2011,0,Click to begin,,7-Market House/business place,,,,,,,,Y,24,Day,Y,4-Buy in bag,,9-Put in plastic and throw,,3-River / Beach / Outside,,N,3-Free,,,1,4-Bags,"3-No, big water",0-No,0-No,0-No,0-No,0-No,Y,1,Y,1,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,60,LD,1-Plenty,2,1-Yes,60,LD,2-Some,1,1-Everytime,3-One one time,0-No,1-Yes,7,40,1-Yes,1-Everytime,0-No,0-No,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20483,Central Monrovia,0,0,ipaq5,6/25/2011 10:41,CLICK TO BEGIN,,1,1,2,5,,,1-Everytime,2-Sometimes,4-Never,2-Sometimes,1-Everytime,2-Sometimes,1-Everytime,2-Sometimes,4-Never,3-One one time,1-Everytime,2-Sometimes,2-Sometimes,3-One one time,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,3-One one time,1-Everytime,2-Sometimes,2-Sometimes,1-Everytime,4-Never,4-Never,2-Sometimes,CLICK TO CONTINUE,Click to resume later,25jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,2-Community pump,,3-Common flush toilet,,2-Private bathroom,,Y,3-Free,,,4,1-Sponge mattress,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20484,Central Monrovia,0,0,pq0132,6/16/2011 15:07,CLICK TO BEGIN,,1,1,4,3,,,2-Sometimes,4-Never,1-Everytime,1-Everytime,3-One one time,4-Never,1-Everytime,3-One one time,3-One one time,4-Never,4-Never,1-Everytime,1-Everytime,1-Everytime,3-One one time,4-Never,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,4-Never,4-Never,2-Sometimes,3-One one time,1-Everytime,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,2-Sometimes,CLICK TO CONTINUE,Click to resume later,16jun2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,1- Zinc/Metal,,2-Red earth,,N,,,N,2-Community pump,,5-Common pit latrine,,2-Private bathroom,,Y,3-Free,,,1,1-Sponge mattress,"2-No, small water/leaks",0-No,0-No,0-No,0-No,1-Yes,N,,N,,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,1-Yes,3,10,1-Yes,3-One one time,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20485,Central Monrovia,0,0,pq0161,6/15/2011 15:10,CLICK TO BEGIN,,5,4,7,10,,,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,4-Never,3-One one time,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,1-Everytime,1-Everytime,2-Sometimes,2-Sometimes,3-One one time,4-Never,4-Never,3-One one time,2-Sometimes,2-Sometimes,1-Everytime,3-One one time,2-Sometimes,3-One one time,3-One one time,3-One one time,2-Sometimes,4-Never,3-One one time,2-Sometimes,4-Never,2-Sometimes,CLICK TO CONTINUE,Click to resume later,15jun2011,0,Click to begin,,1-House/Hut/Room in a house,,1-Zinc/Metal,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,1-Piped water,,5-Common pit latrine,,3-River / Beach / Outside,,Y,3-Free,,,2,1-Sponge mattress,"3-No, big water",0-No,0-No,0-No,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,50,LD,3-Small,3,1-Yes,75,LD,3-Small,2,3-One one time,3-One one time,1-Yes,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20486,Central Monrovia,0,0,pq0131,6/22/2011 12:06,CLICK TO BEGIN,,2,1,3,4,,,4-Never,3-One one time,3-One one time,4-Never,4-Never,3-One one time,4-Never,3-One one time,4-Never,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,3-One one time,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,22jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,7-Concrete/Cement,,1-Concrete/stone,,N,,,N,1-Piped water,,2-Own flush toilet,,2-Private bathroom,,N,1-Rent,15,USD,1,1-Sponge mattress,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,150,LD,2-Some,0,0-No,,,,,4-Never,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20487,Central Monrovia,0,0,V2NX,6/10/2011 14:23,CLICK TO BEGIN,,3,3,10,10,,,1-Everytime,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,3-One one time,4-Never,4-Never,3-One one time,2-Sometimes,4-Never,3-One one time,2-Sometimes,3-One one time,4-Never,4-Never,3-One one time,4-Never,3-One one time,1-Everytime,2-Sometimes,4-Never,4-Never,3-One one time,2-Sometimes,CLICK TO CONTINUE,Click to resume later,10jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,1-Piped water,,8-Government toilet,,1-Community bathroom,,N,1-Rent,10,USD,10,1-Sponge mattress,"3-No, big water",1-Yes,0-No,0-No,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,100,LD,1-Plenty,2,1-Yes,30,LD,3-Small,3,2-Sometimes,2-Sometimes,1-Yes,1-Yes,21,30,0-No,1-Everytime,1-Yes,1-Yes,1-Yes,3-Italian/Tie White,,20,150,LD,1-Yes,1-Everytime,1-Yes,1-Everytime,1-Yes,1-Marijuana/Grass/Opium,,CLICK TO CONTINUE,Resume later
20488,Central Monrovia,0,0,V2TP,6/10/2011 15:44,CLICK TO BEGIN,,3,1,5,10,,,2-Sometimes,4-Never,3-One one time,3-One one time,1-Everytime,1-Everytime,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,4-Never,2-Sometimes,4-Never,4-Never,2-Sometimes,3-One one time,2-Sometimes,4-Never,4-Never,3-One one time,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,10jun2011,0,Click to begin,,1-House/Hut/Room in a house,,1-Zinc/Metal,,2-Tarpaulin/Plastic,,1-Concrete/Stone,,N,,,N,2-Community pump,,8-Government toilet,,1-Community bathroom,,Y,2-Services,,,3,1-Sponge mattress,1-Yes,1-Yes,0-No,1-Yes,1-Yes,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,100,LD,2-Some,2,0-No,,,,,1-Everytime,2-Sometimes,1-Yes,0-No,,,,,,,1-Yes,1-Diazepan,,5,1000,LD,0-No,2-Sometimes,1-Yes,2-Sometimes,0-No,,,CLICK TO CONTINUE,Resume later
20489,Central Monrovia,0,0,pz0121,6/17/2011 13:57,CLICK TO BEGIN,,3,2,6,10,,,2-Sometimes,3-One one time,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,1-Everytime,3-One one time,3-One one time,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,3-One one time,4-Never,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,3-One one time,3-One one time,1-Everytime,4-Never,3-One one time,2-Sometimes,3-One one time,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,17jun2011,0,Click to begin,,7-Market House/business place,,,,,,,,Y,4,Day,Y,4-Buy in bag,,8-Government toilet,,3-River / Beach / Outside,,N,3-Free,,,0,6-Other poor materials,"3-No, big water",0-No,0-No,0-No,0-No,1-Yes,Y,2,Y,1,N,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,125,LD,3-Small,3,1-Yes,50,LD,3-Small,4,1-Everytime,3-One one time,0-No,1-Yes,7,20,1-Yes,1-Everytime,0-No,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20491,Central Monrovia,0,0,ipaq5,6/15/2011 10:28,CLICK TO BEGIN,,5,3,7,10,,,3-One one time,2-Sometimes,4-Never,3-One one time,1-Everytime,1-Everytime,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,2-Sometimes,1-Everytime,4-Never,4-Never,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,15jun2011,0,Click to begin,,1-House/Hut/Room in a house,,3-Mud and sticks,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,3-Community well,,5-Common pit latrine,,1-Community bathroom,,Y,3-Free,,,8,3-Mat,1-Yes,1-Yes,0-No,0-No,1-Yes,1-Yes,N,,Y,1,N,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,1-Yes,7,100,1-Yes,1-Everytime,0-No,0-No,1-Yes,3-Italian/Tie White,,28,250,LD,1-Yes,1-Everytime,0-No,1-Everytime,0-No,,,CLICK TO CONTINUE,Resume later
20492,Central Monrovia,0,0,pq0160,6/25/2011 10:11,CLICK TO BEGIN,,1,1,4,10,,,2-Sometimes,4-Never,4-Never,2-Sometimes,4-Never,1-Everytime,3-One one time,3-One one time,4-Never,2-Sometimes,3-One one time,4-Never,4-Never,1-Everytime,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,1-Everytime,3-One one time,2-Sometimes,4-Never,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,1-Everytime,3-One one time,3-One one time,4-Never,1-Everytime,1-Everytime,CLICK TO CONTINUE,Click to resume later,25jun2011,0,Click to begin,,4-Abandoned Building,,2-Cement/Stone blocks,,7-Concrete/Cement,,1-Concrete/Stone,,Y,6,Day,N,4-Buy in bag,,8-Government toilet,,2-Private bathroom,,N,3-Free,,,4,6-Other poor materials,1-Yes,0-No,0-No,0-No,0-No,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,500,LD,1-Plenty,4,1-Yes,100,LD,2-Some,2,4-Never,4-Never,0-No,1-Yes,21,45,1-Yes,4-Never,1-Yes,0-No,0-No,,,,,,,,,,1-Yes,1-Marijuana/Grass/Opium;3-Dugee/ItalianWhite/RollingTa,,CLICK TO CONTINUE,Resume later
20493,Central Monrovia,0,0,pq0131,6/13/2011 14:12,CLICK TO BEGIN,,3,5,6,10,,,2-Sometimes,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,3-One one time,1-Everytime,4-Never,3-One one time,4-Never,2-Sometimes,2-Sometimes,3-One one time,3-One one time,2-Sometimes,2-Sometimes,4-Never,3-One one time,1-Everytime,1-Everytime,3-One one time,4-Never,3-One one time,3-One one time,2-Sometimes,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,3-One one time,CLICK TO CONTINUE,Click to resume later,13jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/stone,,N,,,N,2-Community pump,,5-Common pit latrine,,96-Other,    built with zinc,N,1-Rent,500,LD,3,1-Sponge mattress,"2-No, small water/leaks",0-No,0-No,0-No,0-No,0-No,N,,N,,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,20,LD,1-Plenty,3,1-Yes,10,LD,1-Plenty,7,4-Never,4-Never,1-Yes,1-Yes,7,20,1-Yes,2-Sometimes,0-No,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20494,Central Monrovia,0,0,D9585WQ28Y,6/30/2011 12:26,CLICK TO BEGIN,,0,1,2,4,,,2-Sometimes,2-Sometimes,1-Everytime,1-Everytime,2-Sometimes,3-One one time,3-One one time,3-One one time,2-Sometimes,4-Never,2-Sometimes,3-One one time,3-One one time,4-Never,2-Sometimes,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,1-Everytime,1-Everytime,3-One one time,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,30jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,1-Piped water,,8-Government toilet,,3-River / Beach / Outside,,N,1-Rent,500,LD,2,1-Sponge mattress,"3-No, big water",0-No,1-Yes,1-Yes,1-Yes,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,120,LD,1-Plenty,1,0-No,,,,,4-Never,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20495,Central Monrovia,0,0,pz0120,6/22/2011 16:11,CLICK TO BEGIN,,3,3,4,6,,,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,3-One one time,4-Never,2-Sometimes,4-Never,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,3-One one time,3-One one time,3-One one time,3-One one time,4-Never,4-Never,3-One one time,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,22jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,4-Buy in bag,,8-Government toilet,,2-Private bathroom,,Y,3-Free,,,2,1-Sponge mattress,"3-No, big water",1-Yes,1-Yes,1-Yes,0-No,1-Yes,Y,2,Y,4,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,50,LD,2-Some,2,1-Yes,20,LD,2-Some,3,1-Everytime,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20496,Central Monrovia,0,0,V2TP,6/8/2011 11:55,CLICK TO BEGIN,,1,1,1,3,,,1-Everytime,3-One one time,1-Everytime,2-Sometimes,1-Everytime,2-Sometimes,2-Sometimes,1-Everytime,2-Sometimes,3-One one time,2-Sometimes,4-Never,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,1-Everytime,2-Sometimes,4-Never,1-Everytime,4-Never,4-Never,4-Never,4-Never,2-Sometimes,CLICK TO CONTINUE,Click to resume later,08jun2011,0,Click to begin,,6-Outside,,,,,,,,Y,28,Day,Y,2-Community pump,,8-Government toilet,,1-Community bathroom,,N,3-Free,,,0,6-Other poor materials,"3-No, big water",0-No,0-No,0-No,0-No,1-Yes,N,,Y,1,Y,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,25,LD,3-Small,0,0-No,,,,,4-Never,4-Never,0-No,1-Yes,7,20,1-Yes,4-Never,1-Yes,1-Yes,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20497,Central Monrovia,0,0,pq0127,6/11/2011 15:41,CLICK TO BEGIN,,3,2,4,10,,,2-Sometimes,4-Never,4-Never,3-One one time,3-One one time,2-Sometimes,2-Sometimes,4-Never,4-Never,2-Sometimes,3-One one time,3-One one time,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,4-Never,3-One one time,2-Sometimes,4-Never,2-Sometimes,3-One one time,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,11jun2011,1,Click to begin,,1-House/Hut/Room in a house,,1-Zinc/Metal,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,4-Buy in bag,,8-Government toilet,,2-Private bathroom,,Y,3-Free,,,4,5-Other bed,"2-No, small water/leaks",1-Yes,0-No,1-Yes,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,300,LD,2-Some,2,0-No,,,,,2-Sometimes,4-Never,1-Yes,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20498,Central Monrovia,0,0,pz0121,6/24/2011 16:05,CLICK TO BEGIN,,2,1,3,4,,,2-Sometimes,4-Never,1-Everytime,2-Sometimes,1-Everytime,3-One one time,4-Never,1-Everytime,4-Never,1-Everytime,4-Never,4-Never,4-Never,4-Never,1-Everytime,4-Never,4-Never,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,4-Never,2-Sometimes,4-Never,4-Never,2-Sometimes,1-Everytime,4-Never,2-Sometimes,4-Never,4-Never,3-One one time,CLICK TO CONTINUE,Click to resume later,24jun2011,0,Click to begin,,1-House/Hut/Room in a house,,3-Mud and sticks,,2-Tarpaulin/Plastic,,1-Concrete/stone,,N,,,N,2-Community pump,,8-Government toilet,,1-Community bathroom,,N,2-Services,,,3,3-Mat,"2-No, small water/leaks",0-No,0-No,0-No,0-No,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,250,LD,3-Small,0,1-Yes,40,LD,3-Small,2,2-Sometimes,4-Never,1-Yes,1-Yes,11,30,1-Yes,1-Everytime,1-Yes,1-Yes,1-Yes,3-Italian/Tie White,,2,250,LD,1-Yes,1-Everytime,1-Yes,4-Never,0-No,,,CLICK TO CONTINUE,Resume later
20499,Central Monrovia,0,0,pz0124,6/8/2011 15:36,CLICK TO BEGIN,,4,3,5,7,,,2-Sometimes,3-One one time,3-One one time,4-Never,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,4-Never,4-Never,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,3-One one time,2-Sometimes,2-Sometimes,4-Never,4-Never,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,08jun2011,0,Click to begin,,1-House/Hut/Room in a house,,7-Mud bricks,,1- Zinc/Metal,,1-Concrete/stone,,Y,7,Day,N,1-Piped water,,3-Common flush toilet,,2-Private bathroom,,N,1-Rent,275,LD,7,1-Sponge mattress,"2-No, small water/leaks",0-No,0-No,1-Yes,0-No,0-No,N,,Y,1,Y,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,0-No,,,,,0-No,,,,,,,,1-Yes,0,,,1-Everytime,0-No,0-No,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20500,Central Monrovia,0,0,pq0132,6/9/2011 14:06,CLICK TO BEGIN,,3,2.5,3.5,5.5,,,2-Sometimes,1-Everytime,2-Sometimes,3-One one time,2-Sometimes,3-One one time,3-One one time,2-Sometimes,4-Never,2-Sometimes,4-Never,2-Sometimes,1-Everytime,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,3-One one time,1-Everytime,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,CLICK TO CONTINUE,Click to resume later,09jun2011,0,Click to begin,,1-House/Hut/Room in a house,,2-Cement/Stone blocks,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,2-Community pump,,2-Own flush toilet,,2-Private bathroom,,Y,3-Free,,,1,6-Other poor materials,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,25,LD,3-Small,0,0-No,,,,,3-One one time,4-Never,1-Yes,1-Yes,7,30,1-Yes,1-Everytime,0-No,1-Yes,0-No,,,,,,,,,,1-Yes,3-Dugee/ItalianWhite/RollingTa,,CLICK TO CONTINUE,Resume later
20501,Central Monrovia,0,0,pz0163,6/22/2011 12:44,CLICK TO BEGIN,,2,1,4,5,,,3-One one time,3-One one time,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,4-Never,4-Never,4-Never,4-Never,4-Never,2-Sometimes,3-One one time,4-Never,4-Never,4-Never,3-One one time,4-Never,4-Never,3-One one time,3-One one time,4-Never,3-One one time,4-Never,4-Never,1-Everytime,4-Never,4-Never,4-Never,CLICK TO CONTINUE,Click to resume later,22jun2011,0,Click to begin,,1-House/Hut/Room in a house,,4-Dirt block,,1- Zinc/Metal,,1-Concrete/Stone,,N,,,N,2-Community pump,,5-Common pit latrine,,1-Community bathroom,,Y,2-Services,,,2,1-Sponge mattress,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,1-Yes,Y,2,N,,N,Y,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,145,LD,2-Some,0,1-Yes,20,LD,3-Small,6,3-One one time,4-Never,0-No,0-No,,,,,,,0-No,,,,,,,,,,0-No,,,CLICK TO CONTINUE,Resume later
20502,Central Monrovia,0,0,pq0132,6/11/2011 12:24,CLICK TO BEGIN,,3,2,5,6,,,3-One one time,2-Sometimes,4-Never,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,4-Never,2-Sometimes,4-Never,4-Never,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,3-One one time,2-Sometimes,2-Sometimes,2-Sometimes,4-Never,2-Sometimes,2-Sometimes,2-Sometimes,3-One one time,2-Sometimes,3-One one time,2-Sometimes,4-Never,4-Never,2-Sometimes,CLICK TO CONTINUE,Click to resume later,11jun2011,0,Click to begin,,7-Market House/business place,,,,,,,,Y,4,Week,Y,4-Buy in bag,,7-River / Creek / Beach,,3-River / Beach / Outside,,N,3-Free,,,0,3-Mat,"2-No, small water/leaks",0-No,0-No,0-No,0-No,0-No,N,,N,,N,N,CLICK TO CONTINUE,Click to resume later,Click to begin ,,1-Yes,600,LD,1-Plenty,1,1-Yes,60,LD,2-Some,7,4-Never,2-Sometimes,0-No,1-Yes,28,40,1-Yes,2-Sometimes,1-Yes,0-No,1-Yes,1-Diazepan,,4,15,LD,1-Yes,2-Sometimes,1-Yes,2-Sometimes,1-Yes,1-Marijuana/Grass/Opium,,CLICK TO CONTINUE,Resume later
